id,name,type,rarity,get,man,unit,trigger,trigger_1,rate,effects_json,prep_turns,description
S067,笹の才蔵,能動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,,1,1ターンの準備後、敵軍単体に大量の兵刃ダメージ(ダメージ率261%→522%)を与え、3ターンの間回復不可(兵力を回復不可)を付与。この攻撃で対象を倒した場合、次のターンにこの戦法の発動率が100%上昇し、準備ターンは不要
S068,諏訪の光,能動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,20→45,20,45,"[{""type"":""dispel_debuff"",""target"":""ally_random_2"",""value"":""2""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""36"",""stat"":""pow"",""duration"":""2""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""36"",""stat"":""ldr"",""duration"":""2""}]",0,自軍複数(2名)の弱体化効果を2個浄化し、2ターンの間、対象の武勇と統率が36増加(発動確率20%→45%)
S069,先制攻撃,能動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_intel"",""target"":""enemy_random_2-3"",""value"":""132""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""30"",""stat"":""dmg_cut_active"",""duration"":""2""}]",1,1ターンの準備後、敵軍複数(2~3名)に計略ダメージ(ダメージ率66%→132%、知略依存)を与え、2ターンの間対象の能動戦法の被ダメージが15%→30%増加
S070,落花啼鳥,能動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""status"",""target"":""friend_random_2"",""effect"":""先攻"",""duration"":""1""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""75"",""stat"":""dmg_up_active"",""duration"":""2"",""condition"":""is_sub""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""85"",""stat"":""dmg_up_active"",""duration"":""2"",""condition"":""is_main""}]",1,1ターンの準備後、友軍複数(2名)が先攻を獲得し、2ターンの間能動戦法与ダメージが37.5%→75%上昇する。|大将技：大将戦法:与ダメージ基本上昇量が42.5%→85%に増加する
S071,夢幻泡影,能動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,50,50,50,"[{""type"":""heal"",""target"":""ally_random_2"",""value"":""118"",""stat"":""intl""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""15"",""stat"":""dmg_up_weapon"",""duration"":""2""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""15"",""stat"":""dmg_up_intel"",""duration"":""2""}]",0,自軍複数(2名)を回復し(回復率59%→118%、知略依存)、2ターンの間、対象の与ダメージ7.5%→15%(知略依存)
S072,水の如し,受動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,毎ターン行動前、および初めて戦法回復を受けた時、24%→48%の確率(知略依存)で2.5%→5%の奇策を獲得(最大8回まで重ねがけ可能)。毎ターン行動前、30%→60%の確率で敵軍単体に計略ダメージ(ダメージ率44%→88%、知略依存)を1～2回与える。|大将技:ダメージ発生確率が15%増加
S073,武田之赤備,受動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、10%→20%の会心を獲得。毎ターン行動後、12.5%→25%の確率(武勇依存。このターンで会心ダメージを与えた場合、追加で12.5%→25%増加)で赤備え突撃を発動:敵軍単体に兵刃ダメージ(ダメージ率69%→138%)を与え、2ターンの間、次のターンの通常攻撃後に対象の統率が7.5%→15%低下。|大将技:赤備え突撃の発動確率が追加で10%増加
S074,天下御免,突撃,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,35→65,35,65,,0,通常攻撃後、対象に追加で1回の兵刃ダメージ(ダメージ率188%)を与える。命中した対象が敵軍大将である場合は2ターン持続する混乱(攻撃と戦法の発動対象をランダムに選択)を付与。敵軍大将がすでに混乱状態の場合、戦闘終了までそのメイン属性を30(武勇依存、重ねがけ可能)吸収(発動確率35%→65%)
S075,末世の道者,指揮,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""friend_highest_int"",""value"":""14"",""stat"":""dmg_up_intel"",""duration"":""99""},{""type"":""status"",""target"":""last_target"",""value"":""14"",""effect"":""心攻"",""duration"":""99""},{""type"":""debuff_stat"",""target"":""friend_highest_pow"",""value"":""10"",""stat"":""pow"",""duration"":""99"",""condition"":""is_sub""},{""type"":""debuff_stat"",""target"":""friend_highest_pow"",""value"":""10"",""stat"":""pow"",""duration"":""4"",""condition"":""is_main""}]",0,知略が最も高い友軍単体の計略与ダメージを7%→14%上昇(統率依存)させ、7%→14%の心攻を付与。武勇が最も高い友軍単体の武勇が10%低下。|大将技:武勇低下効果の持続時間が4ターンまで短縮
S076,豊後の戦神,受動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身に洞察付与。さらに、自身の最も高い属性に応じてバフ獲得(効果量は対応する属性に依存):|・武勇:自身が与える兵刃ダメージが6%→12%上昇。|・知略:自身が与える計略ダメージが6%→12%上昇。|・統率:能動戦法の発動確率が4%→8%増加。|大将技:自身のメイン属性が10→20増加
S077,諸行無常,指揮,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,3ターン目終了まで、自軍全体の与ダメージが12%→24%上昇(知略依存)し、4ターン目から3ターンの間、自身および敵軍単体が毎ターン最初に与えるダメージが28%→56%低下(知略依存)
S078,先陣鼓舞,能動,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""242""},{""type"":""buff_stat"",""target"":""friend_random_1"",""value"":""16"",""stat"":""rate_unique_active"",""condition"":""is_sub""},{""type"":""buff_stat"",""target"":""friend_random_1"",""value"":""20"",""stat"":""rate_unique_active"",""condition"":""is_main""}]",0,敵軍単体に兵刃ダメージ(ダメージ率121%→242%)を与え、2ターンの間、友軍単体の固有戦法の発動確率が8→16%増加。|大将技:発動確率が追加で4%増加
S079,仁者の沈勇,突撃,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,55,55,55,,0,通常攻撃後、敵軍単体に計略ダメージ(ダメージ率92%→184%、知略依存)を与え、さらに70%の確率で、友軍単体が同時にその対象へ計略ダメージ(ダメージ率77%→154%、その友軍の知略依存)を付与。|大将技:友軍によるダメージの発生確率が20%増加
S080,同気連枝,指揮,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,,戦闘中、友軍複数(2名)が通常攻撃後に2.5→5のメイン属性を獲得(知略依存、最大5回まで重ねがけ可能)。毎ターン行動前に24%→48%の確率(知略依存)で敵軍複数(2～3名)を選択。1ターンの間、選択した敵がダメージを与えるたびに、自身が80%の確率でダメージを受けた対象の兵力を与えたダメージの14%→28%(知略依存)回復させる
S081,風姿綽約,指揮,5,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,,戦闘中、友軍複数(2名)の武勇が2%→4%上昇(知略依存)、この効果は毎ターン1回重ねがけされ、最大4回まで重ねがけ可能。最大まで重ねがけした場合、毎ターン32.5%→65%の確率(知略依存)で敵軍単体に混乱、封撃、無策、疲弊のいずれか1つを付与(各効果は重複して付与せず、1ターン持続)
S401,紅蓮の炎,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_intel"",""target"":""enemy_random_3"",""value"":""104""},{""type"":""status"",""target"":""last_target"",""value"":""74"",""effect"":""火傷"",""duration"":""2""}]",1,1ターンの準備後、敵軍全体に計略ダメージ(ダメージ率52%→104%、知略依存)を与え、2ターンの間、対象に火傷状態を付与し、毎ターン持続ダメージを与える(ダメージ率37%→74%、知略依存)
S402,七十二の計,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身は25%→50%の奇策(発動時に計略ダメージが50%増加)を獲得し、奇策ダメージ率が15%→30%増加。奇策ダメージを7回与えた後、追加で敵軍全体に計略ダメージ(ダメージ率60%→120%、知略依存)
S403,水攻干計,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""status"",""target"":""enemy_random_3"",""value"":""98"",""effect"":""水攻め"",""duration"":""2""},{""type"":""status"",""target"":""last_target"",""effect"":""回復不可"",""duration"":""2""}]",1,1ターンの準備後、2ターンの間、敵軍全体に水攻め(毎ターン持続ダメージ。ダメージ率49%→98%、知略依存)と回復不可(兵力を回復不可)を付与
S404,血戦奮闘,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""60"",""stat"":""receive_heal"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""40"",""stat"":""critical_rate_weapon"",""duration"":""99""}]",0,自身の被回復効果30%→60%上昇、さらに20%→40%の会心を獲得
S405,三河弓兵隊,兵種,5,伝授,,弓兵,100,100,100,,0,弓兵が百発百中の三河弓兵隊に進化:自軍全体の統率が10→20増加。3ターン目まで、自軍は回生を獲得し、ダメージを受けるたびに17.5%→35%の確率で兵力が一定量回復(回復率32.5%→65%、統率依存)。酒井忠次が装備時、発動確率はさらに統率依存で増加
S406,盤石耽々,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身の被ダメージが(4.5%→9%、統率依存)低下。毎ターン、効果増加(2%→4%、統率依存、重ねがけ可能)
S407,御旗楯無,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身がダメージを受けると20%→40%の確率(武勇依存)で、今回の被ダメージが20%→40%(知略依存)低下。また、自身が通常攻撃を受けると20%→40%の確率(統率依存)で、友軍単体が攻撃者に兵刃ダメージ(ダメージ率48%→96%)
S408,毘沙門天,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身の行動が終了するたびに20%→40%の確率(武勇依存)で自軍複数(2~3名)を回復(回復率27%→54%、武勇依存)。さらに1ターンの間、敵軍複数(2~3名)の与ダメージが5%→10%減少(双方の武勇の差に依存)
S409,千軍辟易,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,,0,1ターンの間、敵軍全体に53%→106%の兵刃ダメージ。対象が封撃または無策状態中の場合、17.5%→35%の確率で威圧(行動不能)を付与
S410,運勝の鼻,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、準備ターンが必要な固有能動戦法発動時、37.5%→75%の確率で準備時間を1ターンスキップ。スキップに失敗した場合、3ターンの間発動率が5%→10%増加
S411,一行三昧,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""15"",""stat"":""rate_active""}]",0,戦闘中、自身の能動戦法の発動確率7.5%→15%増加
S412,理非曲直,突撃,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,25→35,25,35,"[{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""192""},{""type"":""status"",""target"":""last_target"",""effect"":""混乱"",""duration"":""1""}]",0,通常攻撃後、対象にもう一度兵刃ダメージ(ダメージ率192%)を与え、1ターンの間混乱を付与(攻撃と戦法の発動対象をランダムに選択)(発動確率25%→35%)
S413,霹靂一撃,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_random_1"",""value"":""228""},{""type"":""status"",""target"":""last_target"",""effect"":""麻痺"",""duration"":""2""},{""type"":""buff_stat"",""target"":""last_target"",""value"":""50"",""stat"":""critical_rate_weapon"",""duration"":""2"",""condition"":""has_麻痺""}]",0,敵軍単体に114%→228%の兵刃ダメージを与え、2ターンの間麻痺(毎ターン30%の確率で行動不能)を付与。対象が麻痺状態中の場合、2ターンの間、自身が25%→50%の会心を獲得
S414,独立独歩,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""17"",""stat"":""rate_assault"",""duration"":""99""}]",0,戦闘中、自身の突撃戦法の発動率が8.5%→17%増加
S415,一領具足,指揮,5,伝授,,足軽,100,100,100,,0,最初の2ターンの間、自軍全体の兵力損害が6%→12%(武勇依存)減少。3~4ターン目、自身の行動前に、自軍全体が3ターン持続の傭兵(追加の部隊兵力。獲得率48%→96%、統率依存)
S416,死中求活,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身は兵刃ダメージを受けるたびに武勇が2.5→5増加(最大10回まで重ねがけ可能)。5ターン目に、敵軍全体に兵刃ダメージ(ダメージ率62.5%→125%、1回重ねがけにつきダメージが追加で6%→12%増加)
S417,戦意消沈,指揮,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,敵軍複数(2名)に対し、1ターン目に1名へ、3ターン目にもう1名へ、疲弊を付与(2ターン間、与ダメージを25%→50%の確率で無効)
S418,五里霧中,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,20→35,20,35,"[{""type"":""status"",""target"":""enemy_random_2"",""effect"":""混乱"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""6"",""stat"":""dmg_cut_weapon"",""condition"":""is_woman""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""6"",""stat"":""dmg_cut_intel"",""condition"":""is_woman""}]",1,1ターンの準備後、2ターンの間、敵軍複数(2名)に混乱(攻撃と戦法の発動対象をランダムに選択)を付与。自身が女性の場合、2ターンの間、追加でその対象の被ダメージが6%増加(発動確率20%→35%)
S419,母衣武者,兵種,5,伝授,,騎兵,100,100,100,,0,騎兵が剛勇無双の母衣武者に進化:自軍全体の速度が10→20上昇し、通常攻撃を与えるたびに、対象の被ダメージが1.5%→3%(速度依存)増加(最大5回まで重ねがけ可能)。前田利家が装備時、被ダメージの基本増加率が1.8%→3.5%に上昇
S420,罵詈雑言,指揮,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,3ターン目まで、敵軍複数(2~3名)に挑発(毎ターン45%→90%の確率で強制的に自身を通常攻撃の対象に固定)を付与。さらに自身が受ける通常攻撃と突撃戦法による被ダメージが25%→50%低下。自身が大将の場合、挑発は付与しない
S421,帰還の凱旋,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,45,45,45,,0,自軍複数(2名)の兵力を一定量回復(回復率66%→132%、知略依存)。対象の兵力が50%以下の場合、基本回復率が86%→172%に上昇
S422,所向無敵,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""dmg_weapon"",""target"":""enemy_random_3"",""value"":""254""}]",1,1ターンの準備後、敵軍全体に兵刃ダメージ(ダメージ率127%→254%)
S423,僧兵,兵種,5,伝授,,足軽,100,100,100,,0,足軽が不退転の僧兵に進化:自軍全体の兵刃被ダメージが10%→20%(統率依存)低下。ただし、継続する弱体化状態中は毎ターン兵力損失を受ける(ダメージ率30%→60%、火傷状態中は120%→240%に上昇)。宮部継潤が装備時、毎ターン兵力の損失を受けるのは火傷状態中のみ
S424,前後挟撃,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,25→35,25,35,"[{""type"":""status"",""target"":""self"",""effect"":""連撃"",""duration"":""1""},{""type"":""status"",""target"":""friend_random_1"",""effect"":""連撃"",""duration"":""1""}]",0,1ターンの間、自身と友軍単体は連撃(1ターンに2回通常攻撃)を獲得(発動確率25%→35%)
S425,沈魚落雁,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,自身が通常攻撃を受けた際、18%→36%の確率で1ターンの間、攻撃者に以下の状態を1つ付与:混乱(攻撃と戦法の目標ランダムに選択)、無策(能動戦法が発動不能)、疲弊(与ダメージが無効)。自身が女性の場合、発動率は追加で魅力依存
S426,大智不智,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""status"",""target"":""enemy_random_2"",""value"":""104"",""effect"":""消沈"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""20"",""stat"":""dmg_cut_weapon"",""duration"":""2""}]",0,敵軍複数(2名)に消沈を付与し、2ターンの間、毎ターン持続ダメージ(ダメージ率52%→104%、知略依存)を与え、さらに対象の兵刃被ダメージ10%→20%上昇
S427,一力当先,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""buff_stat"",""target"":""self"",""value"":""50"",""stat"":""dmg_up_normal"",""duration"":""2""},{""type"":""status"",""target"":""self"",""value"":""70"",""effect"":""乱舞"",""duration"":""2""}]",0,2ターンの間、自身の通常攻撃ダメージが25%→50%上昇、乱舞(通常攻撃時、対象部隊の他武将へもダメージ。ダメージ率35%→70%)を獲得
S428,気勢衝天,指揮,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,4ターン目まで、自身の行動時に80%の確率で1ターンの間、武勇が最も高い敵軍武将の兵刃与ダメージ-15%→30%(武勇依存)、知略が最も高い敵軍武将の計略与ダメージ-15%→30%(武勇依存)
S429,剛毅果断,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,,0,3ターンの間、自身の突撃戦法の与ダメージ17.5%→35%上昇、能動戦法の被ダメージ10%→20%低下。発動後、1ターンの間再発動不可
S430,以戦養戦,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身は12.5%→25%の離反(兵刃ダメージを与えた際にダメージ量に応じて兵力回復)を獲得。5ターン目にもう1回12.5%→25%の離反を獲得。自身の兵力が50%以下の場合、追加で12.5%→25%の会心を獲得
S431,奇謀独断,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,25→35,25,35,"[{""type"":""status"",""target"":""enemy_random_2"",""effect"":""無策"",""duration"":""2""}]",1,1ターンの準備後、2ターンの間、敵軍複数(2名)に無策(能動戦法発動不可)を付与(発動確率25%→35%)
S432,回天天運,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,,0,兵力損失が最も多い自軍単体の弱体化効果を2個浄化し、その兵力を回復(回復率130%→260%、知略依存)
S433,赤備え隊,兵種,5,伝授,,騎兵,100,100,100,,0,騎兵が千軍一掃の赤備えに進化:自軍全体が17.5%→35%の会心(会心発動時、兵刃ダメージが50%上昇)を獲得。飯富虎昌が装備時、自軍全体が会心ダメージを計10回与えると全軍出撃(自軍全体がそれぞれランダムな敵軍単体に兵刃ダメージ、ダメージ率44%→88%)を発動
S434,草木皆兵,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,50,50,50,"[{""type"":""dmg_intel"",""target"":""enemy_random_2"",""value"":""142""},{""type"":""heal"",""target"":""ally_random_2"",""value"":""106"",""stat"":""intl""}]",1,1ターンの準備後、敵軍複数(2名)に計略ダメージ(ダメージ率71%→142%)を与え、自軍複数(2名)の兵力を回復(回復率53%→106%、知略依存)
S435,乗勝追撃,突撃,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""dmg_weapon"",""target"":""enemy_random_3"",""value"":""136""}]",0,通常攻撃後、敵軍全体にもう一度兵刃ダメージ(ダメージ率68%→136%)
S436,百戦錬磨,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""buff_stat"",""target"":""self"",""value"":""42"",""stat"":""pow"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""42"",""stat"":""intl"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""42"",""stat"":""ldr"",""duration"":""99""},{""type"":""buff_stat"",""target"":""self"",""value"":""42"",""stat"":""spd"",""duration"":""99""}]",0,戦闘中、自身の武勇・知略・統率・速度が21→42増加
S437,深慮遠謀,指揮,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""debuff_stat"",""target"":""friend_random_2"",""value"":""28"",""stat"":""dmg_up_weapon"",""duration"":""3""},{""type"":""debuff_stat"",""target"":""friend_random_2"",""value"":""28"",""stat"":""dmg_up_intel"",""duration"":""3""}]",0,3ターン目まで、敵軍複数(2名)の与ダメージ14%→28%低下(知略依存)
S438,所領役帳,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""heal"",""target"":""ally_random_1"",""value"":""212"",""stat"":""intl""},{""type"":""status"",""target"":""ally_lowest_hp"",""value"":""66"",""rate"":""50"",""stat"":""intl"",""effect"":""回生"",""duration"":""2""}]",0,ランダムな自軍単体を回復し(回復率106%→212%、知略依存)、2ターンの間、最も兵力が少ない自軍単体に回生を付与し、ダメージを受けるたびに25%→50%の確率で兵力を一定量回復(回復率33%→66%、知略依存)
S439,大太刀力士隊,兵種,5,伝授,,足軽,100,100,100,,0,足軽が臨戦態勢の大太刀力士隊に進化:自軍全体は通常攻撃ダメージを受けた際に15%→30%の確率で攻撃者に反撃(ダメージ率50%→100%)を付与。2ターン目まで、通常攻撃と突撃戦法による被ダメージが9%→18%(武勇依存)低下。真柄直隆が装備時、反撃時に自身は12.5%→25%の確率で対象に追加の兵刃ダメージ(ダメージ率60%→120%)
S440,薩摩鉄砲兵,兵種,5,伝授,,鉄砲,100,100,100,,0,鉄砲が鉄火烈襲の薩摩鉄砲兵に進化:自軍全体の通常攻撃が計略攻撃へ転換。基本ダメージ率が25%→50%上昇するが、攻撃するたびに1ターンのクールタイムが発生。島津貴久が装備時、基本ダメージ率は35%→70%まで上昇
S441,金鼓連天,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,,0,3ターンの間、自身の能動戦法与ダメージ24%→48%上昇、突撃戦法被ダメージ12.5%→25%低下。発動時、1ターンの間再発動不可。
S442,陣形崩し,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""debuff_stat"",""target"":""ally_random_2-3"",""value"":""48"",""stat"":""ldr"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""48"",""stat"":""ldr"",""duration"":""2""},{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""102""}]",1,1ターンの準備後、2ターンの間、敵軍複数(2~3名)の統率と知略24→48(武勇依存)減少、さらに対象に兵刃ダメージ(ダメージ率51%→102%)を付与
S443,囊沙之計,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,30,30,30,"[{""type"":""status"",""target"":""enemy_random_2"",""value"":""102"",""effect"":""水攻め"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""30"",""stat"":""dmg_cut_intel"",""duration"":""2""}]",0,2ターンの間、敵軍複数(2名)に水攻めを付与し、毎ターン持続ダメージ(ダメージ率51%→102%、知略依存)を与え、さらに対象の計略被ダメージ15%→30%上昇
S444,甲斐弓騎兵,兵種,5,伝授,,弓兵,100,100,100,,0,弓兵が精妙な射術を持つ甲斐弓騎兵に進化:部隊行軍速度が5%→50%上昇。自軍全体の配置順が一番目となる能動戦法発動率が4%→8%上昇(準備が必要な場合は6%→12%上昇)。一条信龍が装備時、発動率増加値は速度依存
S445,気炎万丈,指揮,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,3ターン目まで、敵軍複数(2名)に封撃を付与し、毎ターン35%→70%の確率で通常攻撃不可(毎ターン発動率7%→14%)
S446,按甲休兵,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,"[{""type"":""status"",""target"":""self"",""value"":""142"",""effect"":""休養"",""duration"":""99""}]",0,戦闘中、自身は休養(毎ターン兵力回復、回復率71%→142%)を獲得
S447,戦意崩壊,突撃,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,20→35,20,35,"[{""type"":""debuff_stat"",""target"":""last_target"",""value"":""65"",""stat"":""ldr"",""duration"":""2""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""65"",""stat"":""intl"",""duration"":""2""},{""type"":""status"",""target"":""ally_main"",""value"":""2"",""effect"":""鉄壁"",""duration"":""99"",""condition"":""is_sub""},{""type"":""status"",""target"":""ally_main"",""value"":""1"",""effect"":""鉄壁"",""duration"":""99"",""condition"":""is_main""}]",0,通常攻撃後、2ターンの間、対象の統率と知略が65低下し、自軍大将に2回分の鉄壁(被ダメージ無効)を付与。自身が大将の場合は1回分の鉄壁しか獲得不可(発動確率20%→35%)
S448,文武両道,受動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,戦闘中、自身は計略ダメージを与えるたびに武勇が15→30増加(最大5回まで重ねがけ可能)、兵刃ダメージを与えるたびに知略が15→30増加(最大5回まで重ねがけ可能)
S449,鉄砲僧兵,兵種,5,伝授,,鉄砲,100,100,100,,0,鉄砲が破邪顕正の鉄砲僧兵に進化:自軍全体の統率と知略が6→12増加し、1/2/5/6ターン目に休養(毎ターン兵力を1回回復、回復率24%→48%、統率依存)を獲得。津田算長が装備時、属性増加値は統率依存でさらに上昇
S450,知者楽水,指揮,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,3ターン目終了まで、自軍複数(2名)の兵刃·計略被ダメージ9%→18%低下(統率依存)。自軍において、知略が武勇を上回る武将数が、武勇が知略を上回る武将数より多い場合、兵刃被ダメージ低下効果、12%→24%に増加。それ以外の場合、計略被ダメージ低下効果が12%→24%に増加するが、与ダメージが5%低下。大将技:自軍全体が初めのターンに受けるダメージの15%→30%を分担
S451,縦横馳突,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,20→40,20,40,"[{""type"":""status"",""target"":""self"",""effect"":""連撃"",""duration"":""1""},{""type"":""status"",""target"":""self"",""effect"":""封撃耐性"",""duration"":""1""}]",0,1ターンの間、自身が連撃(1ターンに通常攻撃を2回発動)と封撃耐性(通常攻撃発動不可)を獲得(発動確率20%→40%)
S452,乱世の華,突撃,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,"[{""type"":""dmg_weapon"",""target"":""last_target"",""value"":""158""},{""type"":""dmg_intel"",""target"":""last_target"",""value"":""158""}]",0,通常攻撃後、攻撃対象にもう一度兵刃ダメージ(ダメージ率79%→158%)と計略ダメージ(ダメージ率79%→158%、知略依存)を付与。ダメージは双方の属性差によって変動(兵刃与ダメージは武勇と統率に依存、計略与ダメージは知力と速度に依存)
S453,静動自在,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,15→30,15,30,,0,自身より後に行動する友軍単体を選び、2ターン持続する洞察と先攻を付与。自身が一番最後に行動する場合、自身が2ターン持続する洞察と先攻を獲得(発動確率15%→30%)
S454,境目奮戦,突撃,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,"[{""type"":""dmg_weapon"",""target"":""enemy_lowest_hp"",""value"":""260""},{""type"":""debuff_stat"",""target"":""last_target"",""value"":""30"",""stat"":""receive_heal"",""duration"":""1""}]",0,通常攻撃後、敵軍の兵力が最も低い単体に計略ダメージ(ダメージ率130%→260%、知略依存)を与え、1ターンの間、対象の被回復効果が15%→30%低下
S455,攻其不備,能動,5,伝授,,騎兵|弓兵|鉄砲|足軽|兵器,40,40,40,,0,統率が最も低い敵軍単体に兵刃ダメージ(ダメージ率84%→168%)を与え、知略が最も低い敵軍単体に計略ダメージ(ダメージ率84%→168%、知略依存)
S701,覇王の右筆,指揮,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,35,35,35,,0,友軍複数(2名)が通常攻撃を行った後、自身は20%→40%の確率でその対象に兵刃ダメージ(ダメージ率120%)
S702,鈴鳴り,受動,4,固有,,騎兵|弓兵|鉄砲|足軽|兵器,100,100,100,,0,自身は毎ターン33%→66%の確率で敵軍単体に兵刃ダメージ(ダメージ率105%→210%)。自軍の兵力が50%以下かつ敵軍より低い場合、発動率は元の50%に低下
